t x1 x2 w1 w2 w3
0.010238 0.494911 0.515477 0.999996 1.1248e-06 2.39207e-06 
0.010357 0.494848 0.515671 0.999996 1.1248e-06 2.39207e-06 
0.010476 0.494821 0.515755 0.999996 1.1248e-06 2.39207e-06 
0.010595 0.494734 0.516022 0.999996 1.1248e-06 2.39207e-06 
0.010714 0.494671 0.516216 0.999996 1.1248e-06 2.39207e-06 
0.010833 0.494644 0.516301 0.999996 1.1248e-06 2.39207e-06 
0.010952 0.494558 0.516568 0.999996 1.1248e-06 2.39207e-06 
0.011071 0.494495 0.516762 0.999996 1.1248e-06 2.39207e-06 
0.011190 0.494467 0.516846 0.999996 1.1248e-06 2.39207e-06 
0.011310 0.494381 0.517114 0.999996 1.1248e-06 2.39207e-06 
0.011429 0.494318 0.517307 0.999996 1.1248e-06 2.39207e-06 
0.011548 0.494291 0.517392 0.999996 1.1248e-06 2.39207e-06 
0.011667 0.494204 0.51766 0.999996 1.1248e-06 2.39207e-06 
0.011786 0.494142 0.517854 0.999996 1.1248e-06 2.39207e-06 
0.011905 0.494114 0.517938 0.999996 1.1248e-06 2.39207e-06 
0.012024 0.494028 0.518206 0.999996 1.1248e-06 2.39207e-06 
0.012143 0.493965 0.5184 0.999996 1.1248e-06 2.39207e-06 
0.012262 0.493938 0.518485 0.999996 1.1248e-06 2.39207e-06 
0.012381 0.493852 0.518753 0.999996 1.1248e-06 2.39207e-06 
0.012500 0.493789 0.518947 0.999996 1.1248e-06 2.39207e-06 
0.012619 0.493762 0.519032 0.999996 1.1248e-06 2.39207e-06 
0.012738 0.493675 0.5193 0.999996 1.1248e-06 2.39207e-06 
0.012857 0.493613 0.519494 0.999996 1.1248e-06 2.39207e-06 
0.012976 0.493585 0.519579 0.999996 1.1248e-06 2.39207e-06 
0.013095 0.493499 0.519847 0.999996 1.1248e-06 2.39207e-06 
0.013214 0.493436 0.520042 0.999996 1.1248e-06 2.39207e-06 
0.013333 0.493409 0.520127 0.999996 1.1248e-06 2.39207e-06 
0.013452 0.493323 0.520395 0.999996 1.1248e-06 2.39207e-06 
0.013571 0.49326 0.52059 0.999996 1.1248e-06 2.39207e-06 
0.013690 0.493233 0.520675 0.999996 1.1248e-06 2.39207e-06 
0.013810 0.493147 0.520943 0.999996 1.1248e-06 2.39207e-06 
0.013929 0.493084 0.521138 0.999996 1.1248e-06 2.39207e-06 
0.014048 0.493057 0.521223 0.999996 1.1248e-06 2.39207e-06 
0.014167 0.49297 0.521492 0.999996 1.1248e-06 2.39207e-06 
0.014286 0.492908 0.521686 0.999997 1.01744e-06 2.44666e-06 
0.014405 0.492881 0.521771 0.999997 1.01744e-06 2.44666e-06 
0.014524 0.492794 0.52204 0.999997 1.01744e-06 2.44666e-06 
0.014643 0.492732 0.522235 0.999997 1.01744e-06 2.44666e-06 
0.014762 0.492705 0.52232 0.999997 1.01744e-06 2.44666e-06 
0.014881 0.492618 0.522589 0.999997 1.01744e-06 2.44666e-06 
0.015000 0.492556 0.522784 0.999997 1.01744e-06 2.44666e-06 
0.015119 0.492529 0.522869 0.999997 1.01744e-06 2.44666e-06 
0.015238 0.492443 0.523139 0.999997 1.01744e-06 2.44666e-06 
0.015357 0.49238 0.523334 0.999997 1.01744e-06 2.44666e-06 
0.015476 0.492353 0.523419 0.999997 1.01744e-06 2.44666e-06 
0.015595 0.492267 0.523688 0.999997 1.01744e-06 2.44666e-06 
0.015714 0.492204 0.523884 0.999997 1.01744e-06 2.44666e-06 
0.015833 0.492177 0.523969 0.999997 1.01744e-06 2.44666e-06 
0.015952 0.492091 0.524238 0.999997 1.01744e-06 2.44666e-06 
0.016071 0.492029 0.524434 0.999997 1.01744e-06 2.44666e-06 
0.016190 0.492001 0.524519 0.999997 1.01744e-06 2.44666e-06 
0.016310 0.491915 0.524789 0.999997 1.01744e-06 2.44666e-06 
0.016429 0.491853 0.524984 0.999997 1.01744e-06 2.44666e-06 
0.016548 0.491826 0.52507 0.999997 1.01744e-06 2.44666e-06 
0.016667 0.49174 0.525339 0.999997 1.01744e-06 2.44666e-06 
0.016786 0.491677 0.525535 0.999997 1.01744e-06 2.44666e-06 
0.016905 0.49165 0.525621 0.999997 1.01744e-06 2.44666e-06 
0.017024 0.491564 0.525891 0.999997 1.01744e-06 2.44666e-06 
0.017143 0.491502 0.526086 0.999997 1.01744e-06 2.44666e-06 
0.017262 0.491474 0.526172 0.999997 1.01744e-06 2.44666e-06 
0.017381 0.491388 0.526442 0.999997 1.01744e-06 2.44666e-06 
0.017500 0.491326 0.526638 0.999997 1.01744e-06 2.44666e-06 
0.017619 0.491299 0.526723 0.999997 1.01744e-06 2.44666e-06 
0.017738 0.491213 0.526994 0.999997 1.01744e-06 2.44666e-06 
0.017857 0.491151 0.52719 0.999997 1.01744e-06 2.44666e-06 
0.017976 0.491124 0.527275 0.999997 1.01744e-06 2.44666e-06 
0.018095 0.491038 0.527546 0.999997 1.01744e-06 2.44666e-06 
0.018214 0.490975 0.527742 0.999997 1.01744e-06 2.44666e-06 
0.018333 0.490948 0.527827 0.999997 1.01744e-06 2.44666e-06 
0.018452 0.490862 0.528098 0.999997 1.01744e-06 2.44666e-06 
0.018571 0.4908 0.528294 0.999997 1.01744e-06 2.44666e-06 
0.018690 0.490773 0.52838 0.999997 1.01744e-06 2.44666e-06 
0.018810 0.490687 0.528651 0.999997 1.01744e-06 2.44666e-06 
0.018929 0.490625 0.528847 0.999997 1.01744e-06 2.44666e-06 
0.019048 0.490598 0.528933 0.999996 1.06706e-06 2.92393e-06 
0.019167 0.490512 0.529204 0.999996 1.06706e-06 2.92393e-06 
0.019286 0.49045 0.5294 0.999996 1.06706e-06 2.92393e-06 
0.019405 0.490422 0.529486 0.999996 1.06706e-06 2.92393e-06 
0.019524 0.490337 0.529757 0.999996 1.06706e-06 2.92393e-06 
0.019643 0.490274 0.529954 0.999996 1.06706e-06 2.92393e-06 
0.019762 0.490247 0.530039 0.999996 1.06706e-06 2.92393e-06 
0.019881 0.490162 0.530311 0.999996 1.06706e-06 2.92393e-06 
0.020000 0.490099 0.530507 0.999996 1.06706e-06 2.92393e-06 
0.020119 0.490072 0.530593 0.999996 1.06706e-06 2.92393e-06 
0.020238 0.489987 0.530865 0.999996 1.06706e-06 2.92393e-06 
0.020357 0.489924 0.531061 0.999996 1.06706e-06 2.92393e-06 
0.020476 0.489897 0.531147 0.999996 1.06706e-06 2.92393e-06 
0.020595 0.489812 0.531419 0.999996 1.06706e-06 2.92393e-06 
0.020714 0.489749 0.531616 0.999996 1.06706e-06 2.92393e-06 
0.020833 0.489722 0.531702 0.999996 1.06706e-06 2.92393e-06 
0.020952 0.489637 0.531974 0.999996 1.06706e-06 2.92393e-06 
0.021071 0.489575 0.532171 0.999996 1.06706e-06 2.92393e-06 
0.021190 0.489547 0.532257 0.999996 1.06706e-06 2.92393e-06 
0.021310 0.489462 0.532529 0.999996 1.06706e-06 2.92393e-06 
0.021429 0.4894 0.532726 0.999996 1.06706e-06 2.92393e-06 
0.021548 0.489373 0.532812 0.999996 1.06706e-06 2.92393e-06 
0.021667 0.489287 0.533084 0.999996 1.06706e-06 2.92393e-06 
0.021786 0.489225 0.533281 0.999996 1.06706e-06 2.92393e-06 
0.021905 0.489198 0.533368 0.999996 1.06706e-06 2.92393e-06 
0.022024 0.489112 0.53364 0.999996 1.06706e-06 2.92393e-06 
0.022143 0.48905 0.533837 0.999996 1.06706e-06 2.92393e-06 
0.022262 0.489023 0.533923 0.999996 1.06706e-06 2.92393e-06 
0.022381 0.488938 0.534196 0.999996 1.06706e-06 2.92393e-06 
0.022500 0.488876 0.534393 0.999996 1.06706e-06 2.92393e-06 
0.022619 0.488849 0.53448 0.999996 1.06706e-06 2.92393e-06 
0.022738 0.488763 0.534752 0.999996 1.06706e-06 2.92393e-06 
0.022857 0.488701 0.53495 0.999996 1.06706e-06 2.92393e-06 
0.022976 0.488674 0.535036 0.999996 1.06706e-06 2.92393e-06 
0.023095 0.488589 0.535309 0.999996 1.06706e-06 2.92393e-06 
0.023214 0.488527 0.535507 0.999996 1.06706e-06 2.92393e-06 
0.023333 0.4885 0.535593 0.999996 1.06706e-06 2.92393e-06 
0.023452 0.488414 0.535866 0.999996 1.06706e-06 2.92393e-06 
0.023571 0.488352 0.536064 0.999996 1.06706e-06 2.92393e-06 
0.023690 0.488325 0.53615 0.999996 1.06706e-06 2.92393e-06 
0.023810 0.48824 0.536423 0.999996 1.03715e-06 3.25642e-06 
0.023929 0.488178 0.536621 0.999996 1.03715e-06 3.25642e-06 
0.024048 0.488151 0.536708 0.999996 1.03715e-06 3.25642e-06 
0.024167 0.488065 0.536981 0.999996 1.03715e-06 3.25642e-06 
0.024286 0.488003 0.537179 0.999996 1.03715e-06 3.25642e-06 
0.024405 0.487976 0.537266 0.999996 1.03715e-06 3.25642e-06 
0.024524 0.487891 0.537539 0.999996 1.03715e-06 3.25642e-06 
0.024643 0.487829 0.537737 0.999996 1.03715e-06 3.25642e-06 
0.024762 0.487802 0.537824 0.999996 1.03715e-06 3.25642e-06 
0.024881 0.487717 0.538097 0.999996 1.03715e-06 3.25642e-06 
0.025000 0.487655 0.538296 0.999996 1.03715e-06 3.25642e-06 
0.025119 0.487628 0.538382 0.999996 1.03715e-06 3.25642e-06 
0.025238 0.487543 0.538656 0.999996 1.03715e-06 3.25642e-06 
0.025357 0.487481 0.538854 0.999996 1.03715e-06 3.25642e-06 
0.025476 0.487454 0.538941 0.999996 1.03715e-06 3.25642e-06 
0.025595 0.487369 0.539215 0.999996 1.03715e-06 3.25642e-06 
0.025714 0.487307 0.539414 0.999996 1.03715e-06 3.25642e-06 
0.025833 0.48728 0.5395 0.999996 1.03715e-06 3.25642e-06 
0.025952 0.487195 0.539774 0.999996 1.03715e-06 3.25642e-06 
0.026071 0.487133 0.539973 0.999996 1.03715e-06 3.25642e-06 
0.026190 0.487106 0.54006 0.999996 1.03715e-06 3.25642e-06 
0.026310 0.487021 0.540334 0.999996 1.03715e-06 3.25642e-06 
0.026429 0.486959 0.540533 0.999996 1.03715e-06 3.25642e-06 
0.026548 0.486932 0.54062 0.999996 1.03715e-06 3.25642e-06 
0.026667 0.486847 0.540894 0.999996 1.03715e-06 3.25642e-06 
0.026786 0.486785 0.541093 0.999996 1.03715e-06 3.25642e-06 
0.026905 0.486758 0.54118 0.999996 1.03715e-06 3.25642e-06 
0.027024 0.486673 0.541455 0.999996 1.03715e-06 3.25642e-06 
0.027143 0.486611 0.541654 0.999996 1.03715e-06 3.25642e-06 
0.027262 0.486584 0.541741 0.999996 1.03715e-06 3.25642e-06 
0.027381 0.486499 0.542015 0.999996 1.03715e-06 3.25642e-06 
0.027500 0.486437 0.542215 0.999996 1.03715e-06 3.25642e-06 
0.027619 0.48641 0.542302 0.999996 1.03715e-06 3.25642e-06 
0.027738 0.486325 0.542576 0.999996 1.03715e-06 3.25642e-06 
0.027857 0.486264 0.542776 0.999996 1.03715e-06 3.25642e-06 
0.027976 0.486237 0.542863 0.999996 1.03715e-06 3.25642e-06 
0.028095 0.486152 0.543138 0.999996 1.03715e-06 3.25642e-06 
0.028214 0.48609 0.543337 0.999996 1.03715e-06 3.25642e-06 
0.028333 0.486063 0.543424 0.999996 1.03715e-06 3.25642e-06 
0.028452 0.485978 0.5437 0.999996 1.03715e-06 3.25642e-06 
0.028571 0.485917 0.543899 0.999996 9.32217e-07 3.41293e-06 
0.028690 0.48589 0.543986 0.999996 9.32217e-07 3.41293e-06 
0.028810 0.485805 0.544262 0.999996 9.32217e-07 3.41293e-06 
0.028929 0.485743 0.544461 0.999996 9.32217e-07 3.41293e-06 
0.029048 0.485716 0.544549 0.999996 9.32217e-07 3.41293e-06 
0.029167 0.485631 0.544824 0.999996 9.32217e-07 3.41293e-06 
0.029286 0.48557 0.545024 0.999996 9.32217e-07 3.41293e-06 
0.029405 0.485543 0.545111 0.999996 9.32217e-07 3.41293e-06 
0.029524 0.485458 0.545387 0.999996 9.32217e-07 3.41293e-06 
0.029643 0.485396 0.545587 0.999996 9.32217e-07 3.41293e-06 
0.029762 0.485369 0.545674 0.999996 9.32217e-07 3.41293e-06 
0.029881 0.485284 0.54595 0.999996 9.32217e-07 3.41293e-06 
0.030000 0.485223 0.54615 0.999996 9.32217e-07 3.41293e-06 
0.030119 0.485196 0.546237 0.999996 9.32217e-07 3.41293e-06 
0.030238 0.485111 0.546513 0.999996 9.32217e-07 3.41293e-06 
0.030357 0.48505 0.546714 0.999996 9.32217e-07 3.41293e-06 
0.030476 0.485023 0.546801 0.999996 9.32217e-07 3.41293e-06 
0.030595 0.484938 0.547077 0.999996 9.32217e-07 3.41293e-06 
0.030714 0.484876 0.547277 0.999996 9.32217e-07 3.41293e-06 
0.030833 0.48485 0.547365 0.999996 9.32217e-07 3.41293e-06 
0.030952 0.484765 0.547641 0.999996 9.32217e-07 3.41293e-06 
0.031071 0.484703 0.547842 0.999996 9.32217e-07 3.41293e-06 
0.031190 0.484676 0.547929 0.999996 9.32217e-07 3.41293e-06 
0.031310 0.484592 0.548206 0.999996 9.32217e-07 3.41293e-06 
0.031429 0.48453 0.548406 0.999996 9.32217e-07 3.41293e-06 
0.031548 0.484503 0.548494 0.999996 9.32217e-07 3.41293e-06 
0.031667 0.484419 0.548771 0.999996 9.32217e-07 3.41293e-06 
0.031786 0.484357 0.548971 0.999996 9.32217e-07 3.41293e-06 
0.031905 0.48433 0.549059 0.999996 9.32217e-07 3.41293e-06 
0.032024 0.484246 0.549336 0.999996 9.32217e-07 3.41293e-06 
0.032143 0.484184 0.549537 0.999996 9.32217e-07 3.41293e-06 
0.032262 0.484157 0.549624 0.999996 9.32217e-07 3.41293e-06 
0.032381 0.484073 0.549901 0.999996 9.32217e-07 3.41293e-06 
0.032500 0.484011 0.550102 0.999996 9.32217e-07 3.41293e-06 
0.032619 0.483985 0.55019 0.999996 9.32217e-07 3.41293e-06 
0.032738 0.4839 0.550467 0.999996 9.32217e-07 3.41293e-06 
0.032857 0.483838 0.550668 0.999996 9.32217e-07 3.41293e-06 
0.032976 0.483812 0.550756 0.999996 9.32217e-07 3.41293e-06 
0.033095 0.483727 0.551033 0.999996 9.32217e-07 3.41293e-06 
0.033214 0.483666 0.551234 0.999996 9.32217e-07 3.41293e-06 
0.033333 0.483639 0.551322 0.999995 9.7225e-07 4.20036e-06 
0.033452 0.483554 0.5516 0.999995 9.7225e-07 4.20036e-06 
0.033571 0.483493 0.551801 0.999995 9.7225e-07 4.20036e-06 
0.033690 0.483466 0.551889 0.999995 9.7225e-07 4.20036e-06 
0.033810 0.483382 0.552167 0.999995 9.7225e-07 4.20036e-06 
0.033929 0.48332 0.552368 0.999995 9.7225e-07 4.20036e-06 
0.034048 0.483294 0.552456 0.999995 9.7225e-07 4.20036e-06 
0.034167 0.483209 0.552734 0.999995 9.7225e-07 4.20036e-06 
0.034286 0.483148 0.552935 0.999995 9.7225e-07 4.20036e-06 
0.034405 0.483121 0.553023 0.999995 9.7225e-07 4.20036e-06 
0.034524 0.483037 0.553301 0.999995 9.7225e-07 4.20036e-06 
0.034643 0.482975 0.553503 0.999995 9.7225e-07 4.20036e-06 
0.034762 0.482949 0.553591 0.999995 9.7225e-07 4.20036e-06 
0.034881 0.482864 0.553869 0.999995 9.7225e-07 4.20036e-06 
0.035000 0.482803 0.554071 0.999995 9.7225e-07 4.20036e-06 
0.035119 0.482776 0.554159 0.999995 9.7225e-07 4.20036e-06 
0.035238 0.482692 0.554438 0.999995 9.7225e-07 4.20036e-06 
0.035357 0.48263 0.554639 0.999995 9.7225e-07 4.20036e-06 
0.035476 0.482604 0.554728 0.999995 9.7225e-07 4.20036e-06 
0.035595 0.482519 0.555006 0.999995 9.7225e-07 4.20036e-06 
0.035714 0.482458 0.555208 0.999995 9.7225e-07 4.20036e-06 
0.035833 0.482431 0.555296 0.999995 9.7225e-07 4.20036e-06 
0.035952 0.482347 0.555575 0.999995 9.7225e-07 4.20036e-06 
0.036071 0.482286 0.555777 0.999995 9.7225e-07 4.20036e-06 
0.036190 0.482259 0.555865 0.999995 9.7225e-07 4.20036e-06 
0.036310 0.482175 0.556144 0.999995 9.7225e-07 4.20036e-06 
0.036429 0.482114 0.556347 0.999995 9.7225e-07 4.20036e-06 
0.036548 0.482087 0.556435 0.999995 9.7225e-07 4.20036e-06 
0.036667 0.482003 0.556714 0.999995 9.7225e-07 4.20036e-06 
0.036786 0.481941 0.556916 0.999995 9.7225e-07 4.20036e-06 
0.036905 0.481915 0.557005 0.999995 9.7225e-07 4.20036e-06 
0.037024 0.48183 0.557284 0.999995 9.7225e-07 4.20036e-06 
0.037143 0.481769 0.557486 0.999995 9.7225e-07 4.20036e-06 
0.037262 0.481743 0.557575 0.999995 9.7225e-07 4.20036e-06 
0.037381 0.481658 0.557854 0.999995 9.7225e-07 4.20036e-06 
0.037500 0.481597 0.558057 0.999995 9.7225e-07 4.20036e-06 
0.037619 0.481571 0.558145 0.999995 9.7225e-07 4.20036e-06 
0.037738 0.481486 0.558425 0.999995 9.7225e-07 4.20036e-06 
0.037857 0.481425 0.558628 0.999995 9.7225e-07 4.20036e-06 
0.037976 0.481399 0.558716 0.999995 9.7225e-07 4.20036e-06 
0.038095 0.481314 0.558996 0.999994 9.40355e-07 4.84335e-06 
0.038214 0.481253 0.559199 0.999994 9.40355e-07 4.84335e-06 
0.038333 0.481227 0.559287 0.999994 9.40355e-07 4.84335e-06 
0.038452 0.481143 0.559567 0.999994 9.40355e-07 4.84335e-06 
0.038571 0.481082 0.55977 0.999994 9.40355e-07 4.84335e-06 
0.038690 0.481055 0.559859 0.999994 9.40355e-07 4.84335e-06 
0.038810 0.480971 0.560139 0.999994 9.40355e-07 4.84335e-06 
0.038929 0.48091 0.560342 0.999994 9.40355e-07 4.84335e-06 
0.039048 0.480883 0.560431 0.999994 9.40355e-07 4.84335e-06 
0.039167 0.480799 0.560711 0.999994 9.40355e-07 4.84335e-06 
0.039286 0.480738 0.560914 0.999994 9.40355e-07 4.84335e-06 
0.039405 0.480711 0.561003 0.999994 9.40355e-07 4.84335e-06 
0.039524 0.480627 0.561283 0.999994 9.40355e-07 4.84335e-06 
0.039643 0.480566 0.561487 0.999994 9.40355e-07 4.84335e-06 
0.039762 0.48054 0.561576 0.999994 9.40355e-07 4.84335e-06 
0.039881 0.480456 0.561856 0.999994 9.40355e-07 4.84335e-06 
0.040000 0.480395 0.56206 0.999994 9.40355e-07 4.84335e-06 
0.040119 0.480368 0.562149 0.999994 9.40355e-07 4.84335e-06 
0.040238 0.480284 0.562429 0.999994 9.40355e-07 4.84335e-06 
0.040357 0.480223 0.562633 0.999994 9.40355e-07 4.84335e-06 
0.040476 0.480197 0.562722 0.999994 9.40355e-07 4.84335e-06 
0.040595 0.480113 0.563003 0.999994 9.40355e-07 4.84335e-06 
0.040714 0.480052 0.563206 0.999994 9.40355e-07 4.84335e-06 
0.040833 0.480025 0.563295 0.999994 9.40355e-07 4.84335e-06 
0.040952 0.479941 0.563577 0.999994 9.40355e-07 4.84335e-06 
0.041071 0.47988 0.56378 0.999994 9.40355e-07 4.84335e-06 
0.041190 0.479854 0.563869 0.999994 9.40355e-07 4.84335e-06 
0.041310 0.47977 0.564151 0.999994 9.40355e-07 4.84335e-06 
0.041429 0.479709 0.564355 0.999994 9.40355e-07 4.84335e-06 
0.041548 0.479682 0.564444 0.999994 9.40355e-07 4.84335e-06 
0.041667 0.479599 0.564725 0.999994 9.40355e-07 4.84335e-06 
0.041786 0.479538 0.564929 0.999994 9.40355e-07 4.84335e-06 
0.041905 0.479511 0.565018 0.999994 9.40355e-07 4.84335e-06 
0.042024 0.479427 0.5653 0.999994 9.40355e-07 4.84335e-06 
0.042143 0.479367 0.565504 0.999994 9.40355e-07 4.84335e-06 
0.042262 0.47934 0.565593 0.999994 9.40355e-07 4.84335e-06 
0.042381 0.479256 0.565875 0.999994 9.40355e-07 4.84335e-06 
0.042500 0.479195 0.566079 0.999994 9.40355e-07 4.84335e-06 
0.042619 0.479169 0.566169 0.999994 9.40355e-07 4.84335e-06 
0.042738 0.479085 0.566451 0.999994 9.40355e-07 4.84335e-06 
0.042857 0.479024 0.566655 0.999994 8.41288e-07 5.31259e-06 
0.042976 0.478998 0.566744 0.999994 8.41288e-07 5.31259e-06 
0.043095 0.478914 0.567027 0.999994 8.41288e-07 5.31259e-06 
0.043214 0.478853 0.567231 0.999994 8.41288e-07 5.31259e-06 
0.043333 0.478827 0.56732 0.999994 8.41288e-07 5.31259e-06 
0.043452 0.478743 0.567603 0.999994 8.41288e-07 5.31259e-06 
0.043571 0.478682 0.567807 0.999994 8.41288e-07 5.31259e-06 
0.043690 0.478656 0.567897 0.999994 8.41288e-07 5.31259e-06 
0.043810 0.478572 0.568179 0.999994 8.41288e-07 5.31259e-06 
0.043929 0.478511 0.568384 0.999994 8.41288e-07 5.31259e-06 
0.044048 0.478485 0.568474 0.999994 8.41288e-07 5.31259e-06 
0.044167 0.478401 0.568756 0.999994 8.41288e-07 5.31259e-06 
0.044286 0.47834 0.568961 0.999994 8.41288e-07 5.31259e-06 
0.044405 0.478314 0.569051 0.999994 8.41288e-07 5.31259e-06 
0.044524 0.47823 0.569334 0.999994 8.41288e-07 5.31259e-06 
0.044643 0.47817 0.569539 0.999994 8.41288e-07 5.31259e-06 
0.044762 0.478143 0.569628 0.999994 8.41288e-07 5.31259e-06 
