t x1 x2 w1 w2 w3
0.089286 2.1394 2.00216 1.16011e-08 1.03689e-09 1 
0.090476 2.14025 2.00219 1.16011e-08 1.03689e-09 1 
0.091667 2.14294 2.00227 1.16011e-08 1.03689e-09 1 
0.092857 2.14489 2.00234 1.16011e-08 1.03689e-09 1 
0.094048 2.14574 2.00236 1.16011e-08 1.03689e-09 1 
0.095238 2.14842 2.00245 1.16011e-08 1.03689e-09 1 
0.096429 2.15037 2.00252 1.16011e-08 1.03689e-09 1 
0.097619 2.15122 2.00255 1.16011e-08 1.03689e-09 1 
0.098810 2.1539 2.00264 1.16011e-08 1.03689e-09 1 
0.100000 2.15584 2.0027 1.16011e-08 1.03689e-09 1 
0.101190 2.15669 2.00273 1.16011e-08 1.03689e-09 1 
0.102381 2.15937 2.00283 1.16011e-08 1.03689e-09 1 
0.103571 2.16131 2.0029 1.16011e-08 1.03689e-09 1 
0.104762 2.16216 2.00293 1.16011e-08 1.03689e-09 1 
0.105952 2.16483 2.00302 1.16011e-08 1.03689e-09 1 
0.107143 2.16677 2.0031 1.16011e-08 1.03689e-09 1 
0.108333 2.16762 2.00313 1.16011e-08 1.03689e-09 1 
0.109524 2.17029 2.00323 1.16011e-08 1.03689e-09 1 
0.110714 2.17222 2.0033 1.16011e-08 1.03689e-09 1 
0.111905 2.17307 2.00333 1.16011e-08 1.03689e-09 1 
0.113095 2.17574 2.00344 1.16011e-08 1.03689e-09 1 
0.114286 2.17767 2.00351 1.16011e-08 1.03689e-09 1 
0.115476 2.17852 2.00355 1.16011e-08 1.03689e-09 1 
0.116667 2.18118 2.00365 1.16011e-08 1.03689e-09 1 
0.117857 2.18311 2.00373 1.16011e-08 1.03689e-09 1 
0.119048 2.18396 2.00377 1.16011e-08 1.03689e-09 1 
0.120238 2.18662 2.00388 1.16011e-08 1.03689e-09 1 
0.121429 2.18855 2.00396 1.16011e-08 1.03689e-09 1 
0.122619 2.18939 2.00399 1.16011e-08 1.03689e-09 1 
0.123810 2.19205 2.0041 1.16011e-08 1.03689e-09 1 
0.125000 2.19397 2.00419 1.16011e-08 1.03689e-09 1 
0.126190 2.19481 2.00422 1.16011e-08 1.03689e-09 1 
0.127381 2.19747 2.00434 1.16011e-08 1.03689e-09 1 
0.128571 2.19939 2.00442 1.16011e-08 1.03689e-09 1 
0.129762 2.20023 2.00446 1.16011e-08 1.03689e-09 1 
0.130952 2.20289 2.00458 1.16011e-08 1.03689e-09 1 
0.132143 2.20481 2.00467 1.16011e-08 1.03689e-09 1 
0.133333 2.20565 2.00471 1.16011e-08 1.03689e-09 1 
0.134524 2.2083 2.00483 1.16011e-08 1.03689e-09 1 
0.135714 2.21022 2.00492 1.16011e-08 1.03689e-09 1 
0.136905 2.21106 2.00496 1.16011e-08 1.03689e-09 1 
0.138095 2.2137 2.00508 1.16011e-08 1.03689e-09 1 
0.139286 2.21562 2.00517 1.16011e-08 1.03689e-09 1 
0.140476 2.21646 2.00521 1.16011e-08 1.03689e-09 1 
0.141667 2.2191 2.00534 1.16011e-08 1.03689e-09 1 
0.142857 2.22101 2.00543 1.3065e-08 1.85166e-09 1 
0.144048 2.22185 2.00548 1.3065e-08 1.85166e-09 1 
0.145238 2.22449 2.00561 1.3065e-08 1.85166e-09 1 
0.146429 2.2264 2.0057 1.3065e-08 1.85166e-09 1 
0.147619 2.22724 2.00574 1.3065e-08 1.85166e-09 1 
0.148810 2.22987 2.00588 1.3065e-08 1.85166e-09 1 
0.150000 2.23178 2.00598 1.3065e-08 1.85166e-09 1 
0.151190 2.23262 2.00602 1.3065e-08 1.85166e-09 1 
0.152381 2.23525 2.00616 1.3065e-08 1.85166e-09 1 
0.153571 2.23716 2.00626 1.3065e-08 1.85166e-09 1 
0.154762 2.23799 2.0063 1.3065e-08 1.85166e-09 1 
0.155952 2.24062 2.00644 1.3065e-08 1.85166e-09 1 
0.157143 2.24253 2.00654 1.3065e-08 1.85166e-09 1 
0.158333 2.24336 2.00659 1.3065e-08 1.85166e-09 1 
0.159524 2.24599 2.00673 1.3065e-08 1.85166e-09 1 
0.160714 2.24789 2.00684 1.3065e-08 1.85166e-09 1 
0.161905 2.24872 2.00688 1.3065e-08 1.85166e-09 1 
0.163095 2.25135 2.00703 1.3065e-08 1.85166e-09 1 
0.164286 2.25325 2.00713 1.3065e-08 1.85166e-09 1 
0.165476 2.25408 2.00718 1.3065e-08 1.85166e-09 1 
0.166667 2.2567 2.00733 1.3065e-08 1.85166e-09 1 
0.167857 2.2586 2.00744 1.3065e-08 1.85166e-09 1 
0.169048 2.25943 2.00749 1.3065e-08 1.85166e-09 1 
0.170238 2.26205 2.00764 1.3065e-08 1.85166e-09 1 
0.171429 2.26394 2.00775 1.3065e-08 1.85166e-09 1 
0.172619 2.26477 2.0078 1.3065e-08 1.85166e-09 1 
0.173810 2.26739 2.00795 1.3065e-08 1.85166e-09 1 
0.175000 2.26928 2.00806 1.3065e-08 1.85166e-09 1 
0.176190 2.27011 2.00811 1.3065e-08 1.85166e-09 1 
0.177381 2.27272 2.00827 1.3065e-08 1.85166e-09 1 
0.178571 2.27461 2.00839 1.3065e-08 1.85166e-09 1 
0.179762 2.27544 2.00844 1.3065e-08 1.85166e-09 1 
0.180952 2.27805 2.0086 1.3065e-08 1.85166e-09 1 
0.182143 2.27994 2.00871 1.3065e-08 1.85166e-09 1 
0.183333 2.28076 2.00877 1.3065e-08 1.85166e-09 1 
0.184524 2.28337 2.00893 1.3065e-08 1.85166e-09 1 
0.185714 2.28525 2.00905 1.3065e-08 1.85166e-09 1 
0.186905 2.28608 2.0091 1.3065e-08 1.85166e-09 1 
0.188095 2.28868 2.00927 1.3065e-08 1.85166e-09 1 
0.189286 2.29057 2.00939 1.3065e-08 1.85166e-09 1 
0.190476 2.29139 2.00944 1.3065e-08 1.85166e-09 1 
0.191667 2.29399 2.00961 1.3065e-08 1.85166e-09 1 
0.192857 2.29587 2.00973 1.3065e-08 1.85166e-09 1 
0.194048 2.29669 2.00979 1.3065e-08 1.85166e-09 1 
0.195238 2.29929 2.00996 1.3065e-08 1.85166e-09 1 
0.196429 2.30117 2.01008 1.3065e-08 1.85166e-09 1 
0.197619 2.30199 2.01014 1.3065e-08 1.85166e-09 1 
0.198810 2.30459 2.01031 1.3065e-08 1.85166e-09 1 
0.200000 2.30647 2.01044 1.3065e-08 1.85166e-09 1 
0.201190 2.30729 2.0105 1.3065e-08 1.85166e-09 1 
0.202381 2.30988 2.01068 1.3065e-08 1.85166e-09 1 
0.203571 2.31175 2.0108 1.3065e-08 1.85166e-09 1 
0.204762 2.31257 2.01086 1.3065e-08 1.85166e-09 1 
0.205952 2.31516 2.01104 1.3065e-08 1.85166e-09 1 
0.207143 2.31703 2.01117 1.3065e-08 1.85166e-09 1 
0.208333 2.31785 2.01123 1.3065e-08 1.85166e-09 1 
0.209524 2.32044 2.01141 1.3065e-08 1.85166e-09 1 
0.210714 2.32231 2.01155 1.3065e-08 1.85166e-09 1 
0.211905 2.32313 2.01161 1.3065e-08 1.85166e-09 1 
0.213095 2.32571 2.01179 1.3065e-08 1.85166e-09 1 
0.214286 2.32758 2.01193 1.47053e-08 2.76256e-09 1 
0.215476 2.32839 2.01199 1.47053e-08 2.76256e-09 1 
0.216667 2.33097 2.01218 1.47053e-08 2.76256e-09 1 
0.217857 2.33284 2.01231 1.47053e-08 2.76256e-09 1 
0.219048 2.33366 2.01237 1.47053e-08 2.76256e-09 1 
0.220238 2.33623 2.01257 1.47053e-08 2.76256e-09 1 
0.221429 2.3381 2.0127 1.47053e-08 2.76256e-09 1 
0.222619 2.33891 2.01277 1.47053e-08 2.76256e-09 1 
0.223810 2.34148 2.01296 1.47053e-08 2.76256e-09 1 
0.225000 2.34335 2.0131 1.47053e-08 2.76256e-09 1 
0.226190 2.34416 2.01316 1.47053e-08 2.76256e-09 1 
0.227381 2.34673 2.01336 1.47053e-08 2.76256e-09 1 
0.228571 2.34859 2.0135 1.47053e-08 2.76256e-09 1 
0.229762 2.3494 2.01357 1.47053e-08 2.76256e-09 1 
0.230952 2.35197 2.01377 1.47053e-08 2.76256e-09 1 
0.232143 2.35383 2.01391 1.47053e-08 2.76256e-09 1 
0.233333 2.35464 2.01398 1.47053e-08 2.76256e-09 1 
0.234524 2.3572 2.01418 1.47053e-08 2.76256e-09 1 
0.235714 2.35906 2.01433 1.47053e-08 2.76256e-09 1 
0.236905 2.35987 2.01439 1.47053e-08 2.76256e-09 1 
0.238095 2.36243 2.0146 1.47053e-08 2.76256e-09 1 
0.239286 2.36429 2.01475 1.47053e-08 2.76256e-09 1 
0.240476 2.3651 2.01481 1.47053e-08 2.76256e-09 1 
0.241667 2.36765 2.01502 1.47053e-08 2.76256e-09 1 
0.242857 2.36951 2.01517 1.47053e-08 2.76256e-09 1 
0.244048 2.37031 2.01524 1.47053e-08 2.76256e-09 1 
0.245238 2.37287 2.01545 1.47053e-08 2.76256e-09 1 
0.246429 2.37472 2.0156 1.47053e-08 2.76256e-09 1 
0.247619 2.37553 2.01567 1.47053e-08 2.76256e-09 1 
0.248810 2.37808 2.01588 1.47053e-08 2.76256e-09 1 
0.250000 2.37993 2.01604 1.47053e-08 2.76256e-09 1 
0.251190 2.38073 2.01611 1.47053e-08 2.76256e-09 1 
0.252381 2.38328 2.01632 1.47053e-08 2.76256e-09 1 
0.253571 2.38513 2.01648 1.47053e-08 2.76256e-09 1 
0.254762 2.38593 2.01655 1.47053e-08 2.76256e-09 1 
0.255952 2.38848 2.01677 1.47053e-08 2.76256e-09 1 
0.257143 2.39032 2.01693 1.47053e-08 2.76256e-09 1 
0.258333 2.39113 2.017 1.47053e-08 2.76256e-09 1 
0.259524 2.39367 2.01722 1.47053e-08 2.76256e-09 1 
0.260714 2.39551 2.01738 1.47053e-08 2.76256e-09 1 
0.261905 2.39632 2.01745 1.47053e-08 2.76256e-09 1 
0.263095 2.39886 2.01767 1.47053e-08 2.76256e-09 1 
0.264286 2.4007 2.01784 1.47053e-08 2.76256e-09 1 
0.265476 2.4015 2.01791 1.47053e-08 2.76256e-09 1 
0.266667 2.40404 2.01813 1.47053e-08 2.76256e-09 1 
0.267857 2.40588 2.0183 1.47053e-08 2.76256e-09 1 
0.269048 2.40668 2.01837 1.47053e-08 2.76256e-09 1 
0.270238 2.40921 2.0186 1.47053e-08 2.76256e-09 1 
0.271429 2.41105 2.01877 1.47053e-08 2.76256e-09 1 
0.272619 2.41185 2.01884 1.47053e-08 2.76256e-09 1 
0.273810 2.41438 2.01907 1.47053e-08 2.76256e-09 1 
0.275000 2.41621 2.01924 1.47053e-08 2.76256e-09 1 
0.276190 2.41701 2.01931 1.47053e-08 2.76256e-09 1 
0.277381 2.41954 2.01955 1.47053e-08 2.76256e-09 1 
0.278571 2.42137 2.01972 1.47053e-08 2.76256e-09 1 
0.279762 2.42217 2.01979 1.47053e-08 2.76256e-09 1 
0.280952 2.4247 2.02003 1.47053e-08 2.76256e-09 1 
0.282143 2.42653 2.0202 1.47053e-08 2.76256e-09 1 
0.283333 2.42733 2.02028 1.47053e-08 2.76256e-09 1 
0.284524 2.42985 2.02052 1.47053e-08 2.76256e-09 1 
0.285714 2.43167 2.02069 1.65505e-08 3.78516e-09 1 
0.286905 2.43247 2.02077 1.65505e-08 3.78516e-09 1 
0.288095 2.43499 2.02101 1.65505e-08 3.78516e-09 1 
0.289286 2.43682 2.02119 1.65505e-08 3.78516e-09 1 
0.290476 2.43761 2.02127 1.65505e-08 3.78516e-09 1 
0.291667 2.44013 2.02151 1.65505e-08 3.78516e-09 1 
0.292857 2.44195 2.02169 1.65505e-08 3.78516e-09 1 
0.294048 2.44275 2.02177 1.65505e-08 3.78516e-09 1 
0.295238 2.44526 2.02202 1.65505e-08 3.78516e-09 1 
0.296429 2.44708 2.0222 1.65505e-08 3.78516e-09 1 
0.297619 2.44788 2.02227 1.65505e-08 3.78516e-09 1 
0.298810 2.45039 2.02252 1.65505e-08 3.78516e-09 1 
0.300000 2.45221 2.02271 1.65505e-08 3.78516e-09 1 
0.301190 2.453 2.02279 1.65505e-08 3.78516e-09 1 
0.302381 2.45551 2.02304 1.65505e-08 3.78516e-09 1 
0.303571 2.45733 2.02322 1.65505e-08 3.78516e-09 1 
0.304762 2.45812 2.0233 1.65505e-08 3.78516e-09 1 
0.305952 2.46062 2.02356 1.65505e-08 3.78516e-09 1 
0.307143 2.46244 2.02374 1.65505e-08 3.78516e-09 1 
0.308333 2.46323 2.02382 1.65505e-08 3.78516e-09 1 
0.309524 2.46573 2.02408 1.65505e-08 3.78516e-09 1 
0.310714 2.46755 2.02427 1.65505e-08 3.78516e-09 1 
0.311905 2.46834 2.02435 1.65505e-08 3.78516e-09 1 
0.313095 2.47084 2.02461 1.65505e-08 3.78516e-09 1 
0.314286 2.47265 2.0248 1.65505e-08 3.78516e-09 1 
0.315476 2.47344 2.02488 1.65505e-08 3.78516e-09 1 
0.316667 2.47593 2.02515 1.65505e-08 3.78516e-09 1 
0.317857 2.47774 2.02534 1.65505e-08 3.78516e-09 1 
0.319048 2.47853 2.02542 1.65505e-08 3.78516e-09 1 
0.320238 2.48103 2.02569 1.65505e-08 3.78516e-09 1 
0.321429 2.48283 2.02588 1.65505e-08 3.78516e-09 1 
0.322619 2.48362 2.02596 1.65505e-08 3.78516e-09 1 
0.323810 2.48611 2.02623 1.65505e-08 3.78516e-09 1 
0.325000 2.48792 2.02643 1.65505e-08 3.78516e-09 1 
0.326190 2.4887 2.02651 1.65505e-08 3.78516e-09 1 
0.327381 2.49119 2.02678 1.65505e-08 3.78516e-09 1 
0.328571 2.49299 2.02698 1.65505e-08 3.78516e-09 1 
0.329762 2.49378 2.02706 1.65505e-08 3.78516e-09 1 
0.330952 2.49627 2.02734 1.65505e-08 3.78516e-09 1 
0.332143 2.49807 2.02753 1.65505e-08 3.78516e-09 1 
0.333333 2.49885 2.02762 1.65505e-08 3.78516e-09 1 
0.334524 2.50134 2.0279 1.65505e-08 3.78516e-09 1 
0.335714 2.50313 2.0281 1.65505e-08 3.78516e-09 1 
0.336905 2.50392 2.02818 1.65505e-08 3.78516e-09 1 
0.338095 2.5064 2.02846 1.65505e-08 3.78516e-09 1 
0.339286 2.50819 2.02866 1.65505e-08 3.78516e-09 1 
0.340476 2.50898 2.02875 1.65505e-08 3.78516e-09 1 
0.341667 2.51146 2.02903 1.65505e-08 3.78516e-09 1 
0.342857 2.51325 2.02923 1.65505e-08 3.78516e-09 1 
0.344048 2.51403 2.02932 1.65505e-08 3.78516e-09 1 
0.345238 2.51651 2.02961 1.65505e-08 3.78516e-09 1 
0.346429 2.5183 2.02981 1.65505e-08 3.78516e-09 1 
0.347619 2.51908 2.0299 1.65505e-08 3.78516e-09 1 
0.348810 2.52155 2.03019 1.65505e-08 3.78516e-09 1 
0.350000 2.52334 2.03039 1.65505e-08 3.78516e-09 1 
0.351190 2.52412 2.03048 1.65505e-08 3.78516e-09 1 
0.352381 2.52659 2.03077 1.65505e-08 3.78516e-09 1 
0.353571 2.52838 2.03098 1.65505e-08 3.78516e-09 1 
0.354762 2.52916 2.03107 1.65505e-08 3.78516e-09 1 
0.355952 2.53163 2.03136 1.65505e-08 3.78516e-09 1 
0.357143 2.53341 2.03157 1.86347e-08 4.93826e-09 1 
0.358333 2.53419 2.03166 1.86347e-08 4.93826e-09 1 
0.359524 2.53666 2.03196 1.86347e-08 4.93826e-09 1 
0.360714 2.53844 2.03217 1.86347e-08 4.93826e-09 1 
0.361905 2.53922 2.03226 1.86347e-08 4.93826e-09 1 
0.363095 2.54168 2.03256 1.86347e-08 4.93826e-09 1 
0.364286 2.54346 2.03277 1.86347e-08 4.93826e-09 1 
0.365476 2.54424 2.03286 1.86347e-08 4.93826e-09 1 
0.366667 2.5467 2.03316 1.86347e-08 4.93826e-09 1 
0.367857 2.54848 2.03338 1.86347e-08 4.93826e-09 1 
0.369048 2.54926 2.03347 1.86347e-08 4.93826e-09 1 
0.370238 2.55171 2.03377 1.86347e-08 4.93826e-09 1 
0.371429 2.55349 2.03399 1.86347e-08 4.93826e-09 1 
0.372619 2.55426 2.03408 1.86347e-08 4.93826e-09 1 
0.373810 2.55672 2.03438 1.86347e-08 4.93826e-09 1 
0.375000 2.55849 2.0346 1.86347e-08 4.93826e-09 1 
0.376190 2.55927 2.0347 1.86347e-08 4.93826e-09 1 
0.377381 2.56172 2.035 1.86347e-08 4.93826e-09 1 
0.378571 2.56349 2.03522 1.86347e-08 4.93826e-09 1 
0.379762 2.56427 2.03532 1.86347e-08 4.93826e-09 1 
0.380952 2.56671 2.03563 1.86347e-08 4.93826e-09 1 
0.382143 2.56848 2.03585 1.86347e-08 4.93826e-09 1 
0.383333 2.56926 2.03595 1.86347e-08 4.93826e-09 1 
0.384524 2.5717 2.03625 1.86347e-08 4.93826e-09 1 
0.385714 2.57347 2.03648 1.86347e-08 4.93826e-09 1 
0.386905 2.57425 2.03658 1.86347e-08 4.93826e-09 1 
0.388095 2.57669 2.03689 1.86347e-08 4.93826e-09 1 
0.389286 2.57845 2.03711 1.86347e-08 4.93826e-09 1 
0.390476 2.57923 2.03721 1.86347e-08 4.93826e-09 1 
0.391667 2.58167 2.03753 1.86347e-08 4.93826e-09 1 
0.392857 2.58343 2.03775 1.86347e-08 4.93826e-09 1 
0.394048 2.5842 2.03785 1.86347e-08 4.93826e-09 1 
0.395238 2.58664 2.03817 1.86347e-08 4.93826e-09 1 
0.396429 2.5884 2.0384 1.86347e-08 4.93826e-09 1 
0.397619 2.58917 2.0385 1.86347e-08 4.93826e-09 1 
0.398810 2.59161 2.03882 1.86347e-08 4.93826e-09 1 
0.400000 2.59337 2.03905 1.86347e-08 4.93826e-09 1 
0.401190 2.59414 2.03915 1.86347e-08 4.93826e-09 1 
0.402381 2.59657 2.03947 1.86347e-08 4.93826e-09 1 
0.403571 2.59833 2.0397 1.86347e-08 4.93826e-09 1 
0.404762 2.5991 2.0398 1.86347e-08 4.93826e-09 1 
0.405952 2.60152 2.04013 1.86347e-08 4.93826e-09 1 
0.407143 2.60328 2.04036 1.86347e-08 4.93826e-09 1 
0.408333 2.60405 2.04046 1.86347e-08 4.93826e-09 1 
0.409524 2.60648 2.04079 1.86347e-08 4.93826e-09 1 
0.410714 2.60823 2.04102 1.86347e-08 4.93826e-09 1 
0.411905 2.609 2.04113 1.86347e-08 4.93826e-09 1 
0.413095 2.61142 2.04145 1.86347e-08 4.93826e-09 1 
0.414286 2.61318 2.04169 1.86347e-08 4.93826e-09 1 
0.415476 2.61394 2.0418 1.86347e-08 4.93826e-09 1 
0.416667 2.61636 2.04212 1.86347e-08 4.93826e-09 1 
0.417857 2.61811 2.04236 1.86347e-08 4.93826e-09 1 
0.419048 2.61888 2.04247 1.86347e-08 4.93826e-09 1 
0.420238 2.6213 2.0428 1.86347e-08 4.93826e-09 1 
0.421429 2.62305 2.04304 1.86347e-08 4.93826e-09 1 
0.422619 2.62381 2.04315 1.86347e-08 4.93826e-09 1 
0.423810 2.62623 2.04348 1.86347e-08 4.93826e-09 1 
0.425000 2.62797 2.04372 1.86347e-08 4.93826e-09 1 
0.426190 2.62874 2.04383 1.86347e-08 4.93826e-09 1 
0.427381 2.63115 2.04416 1.86347e-08 4.93826e-09 1 
0.428571 2.6329 2.04441 2.09996e-08 6.24476e-09 1 
0.429762 2.63366 2.04452 2.09996e-08 6.24476e-09 1 
0.430952 2.63607 2.04485 2.09996e-08 6.24476e-09 1 
0.432143 2.63781 2.0451 2.09996e-08 6.24476e-09 1 
0.433333 2.63857 2.04521 2.09996e-08 6.24476e-09 1 
0.434524 2.64098 2.04555 2.09996e-08 6.24476e-09 1 
0.435714 2.64272 2.0458 2.09996e-08 6.24476e-09 1 
0.436905 2.64348 2.0459 2.09996e-08 6.24476e-09 1 
0.438095 2.64589 2.04625 2.09996e-08 6.24476e-09 1 
0.439286 2.64763 2.0465 2.09996e-08 6.24476e-09 1 
0.440476 2.64839 2.0466 2.09996e-08 6.24476e-09 1 
0.441667 2.65079 2.04695 2.09996e-08 6.24476e-09 1 
0.442857 2.65253 2.0472 2.09996e-08 6.24476e-09 1 
0.444048 2.65329 2.04731 2.09996e-08 6.24476e-09 1 
0.445238 2.65569 2.04766 2.09996e-08 6.24476e-09 1 
0.446429 2.65742 2.04791 2.09996e-08 6.24476e-09 1 
0.447619 2.65818 2.04802 2.09996e-08 6.24476e-09 1 
0.448810 2.66058 2.04837 2.09996e-08 6.24476e-09 1 
0.450000 2.66231 2.04862 2.09996e-08 6.24476e-09 1 
0.451190 2.66307 2.04873 2.09996e-08 6.24476e-09 1 
0.452381 2.66547 2.04908 2.09996e-08 6.24476e-09 1 
0.453571 2.6672 2.04934 2.09996e-08 6.24476e-09 1 
0.454762 2.66796 2.04945 2.09996e-08 6.24476e-09 1 
0.455952 2.67035 2.0498 2.09996e-08 6.24476e-09 1 
0.457143 2.67208 2.05006 2.09996e-08 6.24476e-09 1 
0.458333 2.67283 2.05017 2.09996e-08 6.24476e-09 1 
0.459524 2.67522 2.05053 2.09996e-08 6.24476e-09 1 
0.460714 2.67695 2.05079 2.09996e-08 6.24476e-09 1 
0.461905 2.67771 2.0509 2.09996e-08 6.24476e-09 1 
0.463095 2.68009 2.05126 2.09996e-08 6.24476e-09 1 
0.464286 2.68182 2.05152 2.09996e-08 6.24476e-09 1 
0.465476 2.68257 2.05163 2.09996e-08 6.24476e-09 1 
0.466667 2.68496 2.05199 2.09996e-08 6.24476e-09 1 
0.467857 2.68668 2.05225 2.09996e-08 6.24476e-09 1 
0.469048 2.68744 2.05237 2.09996e-08 6.24476e-09 1 
0.470238 2.68982 2.05273 2.09996e-08 6.24476e-09 1 
0.471429 2.69154 2.05299 2.09996e-08 6.24476e-09 1 
0.472619 2.69229 2.05311 2.09996e-08 6.24476e-09 1 
0.473810 2.69467 2.05347 2.09996e-08 6.24476e-09 1 
0.475000 2.69639 2.05374 2.09996e-08 6.24476e-09 1 
0.476190 2.69714 2.05385 2.09996e-08 6.24476e-09 1 
0.477381 2.69952 2.05422 2.09996e-08 6.24476e-09 1 
0.478571 2.70124 2.05449 2.09996e-08 6.24476e-09 1 
0.479762 2.70199 2.0546 2.09996e-08 6.24476e-09 1 
0.480952 2.70436 2.05497 2.09996e-08 6.24476e-09 1 
0.482143 2.70608 2.05524 2.09996e-08 6.24476e-09 1 
0.483333 2.70683 2.05536 2.09996e-08 6.24476e-09 1 
0.484524 2.7092 2.05573 2.09996e-08 6.24476e-09 1 
0.485714 2.71092 2.056 2.09996e-08 6.24476e-09 1 
0.486905 2.71167 2.05612 2.09996e-08 6.24476e-09 1 
0.488095 2.71403 2.05649 2.09996e-08 6.24476e-09 1 
